image_name,object_class,vehicle_lat,vehicle_lon,vehicle_heading_deg,target_range_m,target_azimuth_deg,target_lat,target_lon,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,split
04630.xml,cube,18.915766,72.828207,270.0,22.52,8.44,18.915796,72.827996,562,1305,654,1394,UATD Training
04631.xml,cube,18.915766,72.828245,270.0,22.8,9.49,18.9158,72.828032,574,1325,666,1411,UATD Training
04632.xml,cube,18.915766,72.828283,270.0,23.19,10.2,18.915803,72.828066,578,1345,678,1442,UATD Training
04633.xml,cube,18.915766,72.828321,270.0,24.87,19.07,18.91584,72.828098,664,1434,794,1574,UATD Training
04634.xml,cube,18.915766,72.828359,270.0,25.12,20.04,18.915844,72.828135,664,1457,816,1584,UATD Training
04635.xml,cube,18.915766,72.828397,270.0,25.41,21.45,18.91585,72.828172,670,1480,842,1599,UATD Training
04636.xml,cube,18.915766,72.828435,270.0,20.28,6.68,18.915788,72.828244,548,1155,628,1249,UATD Training
04637.xml,cube,18.915766,72.828473,270.0,20.76,6.86,18.915789,72.828277,550,1190,630,1277,UATD Training
04638.xml,cube,18.915766,72.828511,270.0,21.22,7.73,18.915792,72.828311,560,1223,640,1305,UATD Training
04639.xml,cube,18.915766,72.828549,270.0,21.53,8.0,18.915793,72.828346,560,1241,646,1328,UATD Training
04640.xml,cube,18.915766,72.828587,270.0,21.71,8.26,18.915795,72.828383,562,1254,650,1338,UATD Training
04641.xml,cube,18.915766,72.828625,270.0,21.91,8.09,18.915794,72.828419,562,1264,646,1355,UATD Training
04642.xml,plane,18.915766,72.828663,270.0,22.69,11.16,18.915806,72.828451,564,1328,714,1394,UATD Training
04643.xml,plane,18.915766,72.828701,270.0,25.91,21.18,18.915851,72.828471,672,1536,834,1609,UATD Training
04644.xml,plane,18.915766,72.828739,270.0,26.12,23.12,18.915859,72.828511,698,1551,852,1622,UATD Training
04645.xml,cube,18.915766,72.828777,270.0,7.16,-29.09,18.915735,72.828717,150,299,212,380,UATD Training
04646.xml,cube,18.915766,72.828815,270.0,7.25,-29.18,18.915734,72.828755,148,307,212,383,UATD Training
04647.xml,cube,18.915766,72.828853,270.0,7.46,-32.7,18.91573,72.828793,112,322,168,396,UATD Training
04648.xml,plane,18.915766,72.828891,270.0,23.29,12.66,18.915812,72.828675,586,1368,726,1432,UATD Training
04649.xml,plane,18.915766,72.828928,270.0,24.37,15.82,18.915826,72.828706,616,1437,768,1505,UATD Training
04650.xml,plane,18.915766,72.828966,270.0,24.92,17.75,18.915835,72.828741,636,1467,792,1548,UATD Training
04651.xml,plane,18.915766,72.829004,270.0,25.35,18.46,18.915839,72.828776,644,1505,800,1566,UATD Training
04652.xml,cube,18.915766,72.829042,270.0,9.33,27.69,18.915805,72.828964,794,444,860,520,UATD Training
04653.xml,plane,18.915766,72.82908,270.0,10.56,3.25,18.915772,72.82898,508,497,590,629,UATD Training
04654.xml,plane,18.915766,72.829118,270.0,11.47,4.13,18.915774,72.82901,518,561,600,685,UATD Training
04655.xml,plane,18.915766,72.829156,270.0,12.9,7.29,18.915781,72.829035,546,647,644,787,UATD Training
04656.xml,plane,18.915766,72.829194,270.0,13.44,7.82,18.915783,72.829068,554,688,648,817,UATD Training
04657.xml,plane,18.915766,72.829232,270.0,14.06,8.96,18.915786,72.8291,564,718,664,868,UATD Training
04658.xml,plane,18.915766,72.82927,270.0,13.44,5.62,18.915778,72.829143,574,751,578,754,UATD Training
04659.xml,plane,18.915766,72.829308,270.0,14.85,9.4,18.915788,72.829169,568,774,670,916,UATD Training
04660.xml,cube,18.915766,72.829346,270.0,9.5,28.04,18.915807,72.829267,798,454,864,533,UATD Training
04661.xml,plane,18.915766,72.829384,270.0,15.53,10.46,18.915792,72.829239,578,830,684,949,UATD Training
04662.xml,plane,18.915766,72.829422,270.0,17.13,9.84,18.915793,72.829262,568,924,680,1066,UATD Training
04663.xml,plane,18.915766,72.82946,270.0,17.65,9.49,18.915793,72.829295,566,964,674,1094,UATD Training
04664.xml,plane,18.915766,72.829498,270.0,18.35,10.55,18.915797,72.829327,578,1010,686,1140,UATD Training
04665.xml,plane,18.915766,72.829536,270.0,18.9,10.2,18.915797,72.829359,572,1058,684,1165,UATD Training
04666.xml,plane,18.915766,72.829574,270.0,19.58,10.99,18.9158,72.829392,580,1089,694,1223,UATD Training
04667.xml,cube,18.915766,72.829612,270.0,10.02,29.88,18.915811,72.829529,824,487,880,569,UATD Training
04668.xml,cube,18.915766,72.82965,270.0,10.41,30.59,18.915814,72.829565,830,515,890,591,UATD Training
04669.xml,cube,18.915766,72.829688,270.0,10.97,32.17,18.915819,72.8296,844,551,912,629,UATD Training
04670.xml,cube,18.915766,72.829726,270.0,11.41,34.01,18.915824,72.829636,866,578,932,660,UATD Training
04671.xml,cube,18.915766,72.829764,270.0,11.71,34.01,18.915826,72.829672,864,594,934,683,UATD Training
04672.xml,cube,18.915766,72.829802,270.0,15.2,37.88,18.915851,72.829688,910,827,976,909,UATD Training
04672.xml,plane,18.915766,72.829802,270.0,7.32,-5.98,18.915759,72.829733,406,276,482,424,UATD Training
04673.xml,plane,18.915766,72.82984,270.0,24.69,15.56,18.915826,72.829614,297,843,392,921,UATD Training
04674.xml,plane,18.915766,72.829878,270.0,22.99,7.91,18.915795,72.829662,250,771,352,862,UATD Training
04675.xml,plane,18.915766,72.829916,270.0,22.75,6.86,18.915791,72.829701,247,761,343,853,UATD Training
04676.xml,plane,18.915766,72.829954,270.0,22.62,5.62,18.915786,72.82974,245,756,331,848,UATD Training
04677.xml,plane,18.915766,72.829992,270.0,22.49,5.19,18.915785,72.829779,242,747,329,847,UATD Training
04678.xml,plane,18.915766,72.83003,270.0,22.18,2.64,18.915776,72.829819,227,737,315,833,UATD Training
04679.xml,plane,18.915766,72.830068,270.0,21.91,3.25,18.915778,72.82986,231,723,318,826,UATD Training
04680.xml,plane,18.915766,72.830106,270.0,21.7,2.2,18.915774,72.8299,224,716,313,817,UATD Training
04681.xml,plane,18.915766,72.830144,270.0,21.4,-0.09,18.915766,72.82994,215,710,296,799,UATD Training
04682.xml,plane,18.915766,72.830182,270.0,24.44,13.97,18.91582,72.829956,293,831,378,913,UATD Training
04683.xml,plane,18.915766,72.830219,270.0,21.09,0.09,18.915767,72.830019,215,689,298,796,UATD Training
04684.xml,plane,18.915766,72.830257,270.0,20.91,-1.14,18.915763,72.830059,207,686,292,785,UATD Training
04685.xml,plane,18.915766,72.830295,270.0,20.35,-2.72,18.915758,72.830102,200,663,281,765,UATD Training
04686.xml,plane,18.915766,72.830333,270.0,20.03,-3.16,18.915756,72.830144,198,648,278,755,UATD Training
04687.xml,plane,18.915766,72.830371,270.0,19.79,-3.43,18.915756,72.830184,200,641,273,743,UATD Training
04688.xml,plane,18.915766,72.830409,270.0,18.99,-5.8,18.915749,72.83023,182,605,264,717,UATD Training
04689.xml,plane,18.915766,72.830447,270.0,18.49,-6.5,18.915747,72.830273,177,594,261,689,UATD Training
04690.xml,plane,18.915766,72.830485,270.0,18.07,-7.38,18.915745,72.830315,176,594,252,655,UATD Training
04691.xml,plane,18.915766,72.830523,270.0,18.34,-7.47,18.915745,72.830351,174,592,253,678,UATD Training
04692.xml,plane,18.915766,72.830561,270.0,17.6,-6.86,18.915747,72.830395,178,567,256,646,UATD Training
04693.xml,plane,18.915766,72.830599,270.0,16.95,-8.17,18.915745,72.83044,170,537,249,625,UATD Training
04694.xml,plane,18.915766,72.830637,270.0,16.29,-6.33,18.91575,72.830483,184,516,256,595,UATD Training
04695.xml,plane,18.915766,72.830675,270.0,14.77,-4.75,18.915755,72.830535,196,453,262,540,UATD Training
04696.xml,plane,18.915766,72.830713,270.0,13.77,-4.31,18.915757,72.830583,203,417,260,498,UATD Training
04697.xml,plane,18.915766,72.830751,270.0,13.31,-2.46,18.915761,72.830625,210,399,274,480,UATD Training
04698.xml,plane,18.915766,72.830789,270.0,23.97,13.45,18.915817,72.830568,290,810,375,898,UATD Training
04699.xml,plane,18.915766,72.830827,270.0,12.75,-2.9,18.915761,72.830706,211,367,268,469,UATD Training
04700.xml,plane,18.915766,72.830865,270.0,12.37,-2.9,18.915761,72.830748,213,361,266,445,UATD Training
04701.xml,plane,18.915766,72.830903,270.0,9.88,-1.05,18.915765,72.830809,216,277,284,336,UATD Training
04702.xml,plane,18.915766,72.830941,270.0,23.78,11.6,18.91581,72.83072,271,810,373,883,UATD Training
04703.xml,plane,18.915766,72.830979,270.0,23.57,10.28,18.915804,72.830759,261,794,368,884,UATD Training
04704.xml,plane,18.915766,72.831017,270.0,23.44,9.49,18.915801,72.830797,259,784,361,884,UATD Training
04705.xml,plane,18.915766,72.831055,270.0,23.25,9.4,18.915801,72.830837,259,779,360,874,UATD Training
04706.xml,cube,18.915766,72.831093,270.0,22.66,6.42,18.915789,72.830879,540,1312,630,1406,UATD Training
04707.xml,plane,18.915766,72.831131,270.0,11.7,-8.53,18.915751,72.831021,372,601,458,675,UATD Training
04708.xml,plane,18.915766,72.831169,270.0,12.23,-10.02,18.915747,72.831054,348,642,448,703,UATD Training
04709.xml,plane,18.915766,72.831207,270.0,12.86,-10.81,18.915745,72.831087,338,672,440,756,UATD Training
04710.xml,plane,18.915766,72.831245,270.0,13.24,-11.87,18.915742,72.831122,326,700,428,779,UATD Training
04711.xml,plane,18.915766,72.831283,270.0,13.88,-13.01,18.915738,72.831154,310,741,418,822,UATD Training
04712.xml,plane,18.915766,72.831321,270.0,14.57,-12.74,18.915737,72.831186,312,789,422,865,UATD Training
04713.xml,plane,18.915766,72.831359,270.0,16.14,-10.28,18.91574,72.831208,342,886,448,975,UATD Training
04714.xml,plane,18.915766,72.831397,270.0,16.35,-10.2,18.91574,72.831244,340,904,452,985,UATD Training
04715.xml,cube,18.915766,72.831435,270.0,21.09,1.67,18.915772,72.831234,494,1211,568,1300,UATD Training
04716.xml,plane,18.915766,72.831473,270.0,16.84,-9.84,18.91574,72.831315,352,932,448,1021,UATD Training
04717.xml,plane,18.915766,72.83151,270.0,17.17,-9.14,18.915742,72.83135,358,952,458,1044,UATD Training
04718.xml,plane,18.915766,72.831548,270.0,17.53,-8.26,18.915744,72.831384,366,980,470,1064,UATD Training
04719.xml,plane,18.915766,72.831586,270.0,18.43,-6.86,18.915747,72.831413,378,1034,490,1128,UATD Training
04720.xml,plane,18.915766,72.831624,270.0,19.91,-5.1,18.91575,72.831436,394,1138,514,1219,UATD Training
04721.xml,plane,18.915766,72.831662,270.0,22.24,0.35,18.915768,72.831451,446,1285,586,1379,UATD Training
04722.xml,plane,18.915766,72.8317,270.0,22.65,0.79,18.915769,72.831485,454,1318,588,1399,UATD Training
04723.xml,plane,18.915766,72.831738,270.0,23.02,2.72,18.915776,72.83152,468,1341,618,1425,UATD Training
04724.xml,cube,18.915766,72.831776,270.0,21.68,3.25,18.915778,72.831571,510,1244,588,1345,UATD Training
04725.xml,plane,18.915766,72.831814,270.0,23.69,4.31,18.915782,72.83159,488,1382,634,1473,UATD Training
04726.xml,plane,18.915766,72.831852,270.0,24.44,6.68,18.915792,72.831622,512,1429,664,1523,UATD Training
04727.xml,plane,18.915766,72.83189,270.0,25.08,8.17,18.915799,72.831655,536,1475,674,1561,UATD Training
04728.xml,cube,18.915766,72.831928,270.0,22.61,6.15,18.915788,72.831715,534,1312,630,1399,UATD Training
04729.xml,cube,18.915766,72.831966,270.0,23.01,6.77,18.915791,72.831749,538,1340,640,1424,UATD Training
04730.xml,cube,18.915766,72.832004,270.0,23.44,6.94,18.915792,72.831783,538,1366,644,1454,UATD Training
04731.xml,plane,18.915766,72.832042,270.0,11.18,-7.73,18.915753,72.831937,384,561,464,647,UATD Training
04732.xml,plane,18.915766,72.83208,270.0,25.31,28.04,18.915874,72.831868,374,879,457,933,UATD Training
04733.xml,plane,18.915766,72.832118,270.0,19.84,8.53,18.915793,72.831932,258,657,351,730,UATD Training
04734.xml,plane,18.915766,72.832156,270.0,19.96,9.58,18.915796,72.831969,261,664,360,732,UATD Training
04735.xml,plane,18.915766,72.832194,270.0,20.51,9.76,18.915798,72.832002,270,679,353,760,UATD Training
04736.xml,plane,18.915766,72.832232,270.0,20.69,10.81,18.915801,72.832039,275,682,360,771,UATD Training
04737.xml,plane,18.915766,72.83227,270.0,20.69,10.37,18.9158,72.832077,270,682,360,771,UATD Training
04738.xml,plane,18.915766,72.832308,270.0,20.99,11.95,18.915806,72.832113,280,693,368,783,UATD Training
04739.xml,plane,18.915766,72.832346,270.0,21.43,13.27,18.915811,72.832148,287,709,376,801,UATD Training
04740.xml,plane,18.915766,72.832384,270.0,21.81,14.5,18.915816,72.832183,293,726,384,814,UATD Training
04741.xml,plane,18.915766,72.832422,270.0,22.69,15.29,18.91582,72.832214,297,768,389,840,UATD Training
04742.xml,plane,18.915766,72.83246,270.0,15.24,-5.19,18.915754,72.832316,194,482,259,548,UATD Training
04743.xml,plane,18.915766,72.832498,270.0,23.12,16.26,18.915825,72.832287,299,787,398,855,UATD Training
04744.xml,plane,18.915766,72.832536,270.0,23.51,17.93,18.915832,72.832323,310,807,406,865,UATD Training
04745.xml,plane,18.915766,72.832574,270.0,23.9,20.57,18.915842,72.832361,329,816,417,886,UATD Training
04746.xml,plane,18.915766,72.832612,270.0,24.27,21.36,18.915846,72.832397,330,831,425,900,UATD Training
04747.xml,plane,18.915766,72.83265,270.0,24.63,23.47,18.915855,72.832435,342,846,437,913,UATD Training
04748.xml,plane,18.915766,72.832688,270.0,24.85,24.43,18.915859,72.832473,345,861,445,915,UATD Training
04749.xml,plane,18.915766,72.832726,270.0,17.26,1.05,18.915769,72.832562,226,552,298,635,UATD Training
04750.xml,plane,18.915766,72.832764,270.0,18.47,6.15,18.915784,72.832589,250,604,332,676,UATD Training
04751.xml,plane,18.915766,72.832801,270.0,18.87,6.06,18.915784,72.832623,251,615,330,696,UATD Training
04752.xml,plane,18.915766,72.832839,270.0,19.26,6.77,18.915787,72.832658,253,634,336,708,UATD Training
04753.xml,plane,18.915766,72.832877,270.0,19.51,7.82,18.91579,72.832694,255,646,346,715,UATD Training
04754.xml,plane,18.915766,72.832915,270.0,19.62,7.38,18.915789,72.832731,258,649,338,721,UATD Training
04755.xml,plane,18.915766,72.832953,270.0,11.63,7.38,18.91578,72.832844,273,336,323,414,UATD Training
04756.xml,plane,18.915766,72.832991,270.0,14.02,12.83,18.915795,72.832862,301,429,357,506,UATD Training
04757.xml,plane,18.915766,72.833029,270.0,14.47,12.83,18.915795,72.832895,304,449,354,521,UATD Training
04758.xml,plane,18.915766,72.833067,270.0,14.67,12.48,18.915795,72.832931,299,453,355,533,UATD Training
04759.xml,plane,18.915766,72.833105,270.0,15.11,12.92,18.915797,72.832965,300,477,359,543,UATD Training
04760.xml,plane,18.915766,72.833143,270.0,15.38,12.66,18.915797,72.833001,294,486,362,555,UATD Training
04761.xml,plane,18.915766,72.833181,270.0,15.8,13.18,18.915799,72.833035,297,504,365,570,UATD Training
04762.xml,plane,18.915766,72.833219,270.0,15.83,14.33,18.915802,72.833074,307,498,368,578,UATD Training
04763.xml,plane,18.915766,72.833257,270.0,16.58,14.15,18.915803,72.833105,302,528,371,606,UATD Training
04764.xml,plane,18.915766,72.833295,270.0,17.54,14.85,18.915807,72.833134,305,567,376,642,UATD Training
04765.xml,plane,18.915766,72.833333,270.0,11.75,8.44,18.915782,72.833223,279,342,329,417,UATD Training
04766.xml,plane,18.915766,72.833371,270.0,17.81,13.97,18.915805,72.833207,299,576,372,654,UATD Training
04767.xml,plane,18.915766,72.833409,270.0,18.57,14.94,18.91581,72.833239,307,603,375,686,UATD Training
04768.xml,plane,18.915766,72.833447,270.0,12.27,9.4,18.915785,72.833332,283,365,336,435,UATD Training
04769.xml,plane,18.915766,72.833485,270.0,12.47,9.49,18.915785,72.833368,285,369,335,446,UATD Training
04770.xml,plane,18.915766,72.833523,270.0,12.71,10.46,18.915787,72.833404,292,384,339,449,UATD Training
04771.xml,plane,18.915766,72.833561,270.0,13.04,10.9,18.915789,72.833439,292,395,344,464,UATD Training
04772.xml,plane,18.915766,72.833599,270.0,13.36,12.04,18.915792,72.833475,299,407,350,477,UATD Training
04773.xml,cube,18.915766,72.833637,270.0,23.11,4.31,18.915782,72.833418,504,1338,618,1440,UATD Training
04774.xml,cube,18.915766,72.833675,270.0,23.9,9.58,18.915802,72.833451,570,1394,672,1488,UATD Training
04775.xml,cube,18.915766,72.833713,270.0,24.19,12.22,18.915813,72.833488,590,1404,712,1516,UATD Training
04776.xml,cube,18.915766,72.833751,270.0,24.39,13.27,18.915817,72.833525,602,1422,724,1524,UATD Training
04777.xml,cube,18.915766,72.833789,270.0,24.71,15.64,18.915827,72.833563,626,1444,754,1543,UATD Training
04778.xml,cube,18.915766,72.833827,270.0,25.43,24.79,18.915863,72.833608,706,1470,882,1612,UATD Training
04779.xml,plane,18.915766,72.833865,270.0,13.65,-6.33,18.915753,72.833736,394,728,486,804,UATD Training
04780.xml,plane,18.915766,72.833903,270.0,16.84,-12.39,18.915734,72.833746,312,929,430,1023,UATD Training
04781.xml,plane,18.915766,72.833941,270.0,17.19,-12.3,18.915733,72.833781,312,947,432,1051,UATD Training
04782.xml,plane,18.915766,72.833979,270.0,17.82,-12.13,18.915733,72.833813,314,1000,434,1081,UATD Training
04783.xml,plane,18.915766,72.834017,270.0,17.92,-12.3,18.915732,72.83385,306,1003,438,1091,UATD Training
04784.xml,plane,18.915766,72.834055,270.0,18.63,-11.78,18.915732,72.833881,322,1056,434,1132,UATD Training
04785.xml,plane,18.915766,72.834092,270.0,19.1,-11.34,18.915733,72.833915,314,1089,452,1160,UATD Training
04786.xml,plane,18.915766,72.83413,270.0,19.73,-9.93,18.915736,72.833946,338,1124,460,1208,UATD Training
04787.xml,plane,18.915766,72.834168,270.0,20.33,-7.82,18.915741,72.833977,358,1160,488,1251,UATD Training
04788.xml,plane,18.915766,72.834206,270.0,14.11,-8.26,18.915748,72.834074,370,756,466,837,UATD Training
04789.xml,plane,18.915766,72.834244,270.0,20.76,-6.77,18.915744,72.834049,364,1190,506,1277,UATD Training
04790.xml,plane,18.915766,72.834282,270.0,21.09,-5.19,18.915749,72.834083,382,1216,524,1295,UATD Training
04791.xml,plane,18.915766,72.83432,270.0,21.65,-4.13,18.915752,72.834115,396,1251,534,1333,UATD Training
04792.xml,plane,18.915766,72.834358,270.0,22.3,-1.49,18.915761,72.834147,418,1297,572,1373,UATD Training
04793.xml,plane,18.915766,72.834396,270.0,22.9,0.88,18.91577,72.834179,452,1333,592,1416,UATD Training
04794.xml,plane,18.915766,72.834434,270.0,25.39,12.92,18.915818,72.834199,580,1495,738,1581,UATD Training
04795.xml,plane,18.915766,72.834472,270.0,25.48,12.83,18.915818,72.834236,576,1500,740,1589,UATD Training
04796.xml,plane,18.915766,72.83451,270.0,14.35,-8.7,18.915747,72.834376,358,769,468,855,UATD Training
04797.xml,plane,18.915766,72.834548,270.0,14.77,-9.14,18.915745,72.83441,356,794,460,886,UATD Training
04798.xml,plane,18.915766,72.834586,270.0,14.86,-10.2,18.915743,72.834447,344,804,448,888,UATD Training
04799.xml,plane,18.915766,72.834624,270.0,15.18,-11.43,18.915739,72.834483,332,825,432,909,UATD Training
04800.xml,plane,18.915766,72.834662,270.0,16.22,-12.92,18.915734,72.834512,304,891,426,980,UATD Training
04801.xml,plane,18.915495,72.8347,90.0,16.51,-12.57,18.915528,72.834853,308,909,430,1000,UATD Training
04802.xml,plane,18.915495,72.834738,90.0,23.35,9.84,18.915459,72.834956,266,781,358,880,UATD Training
04803.xml,plane,18.915495,72.834776,90.0,19.62,-5.36,18.915512,72.834961,188,639,263,732,UATD Training
04804.xml,plane,18.915495,72.834814,90.0,19.24,-6.06,18.915514,72.834995,182,627,261,714,UATD Training
04805.xml,plane,18.915495,72.834852,90.0,18.38,-6.86,18.915515,72.835025,179,593,255,681,UATD Training
04806.xml,plane,18.915495,72.83489,90.0,16.64,-10.2,18.915522,72.835045,166,528,230,611,UATD Training
04807.xml,plane,18.915495,72.834928,90.0,16.29,-11.95,18.915526,72.835079,154,503,222,609,UATD Training
04808.xml,plane,18.915495,72.834966,90.0,15.14,-13.45,18.915527,72.835106,146,467,213,555,UATD Training
04809.xml,plane,18.915495,72.835004,90.0,14.76,-13.54,18.915527,72.83514,149,453,209,540,UATD Training
04810.xml,plane,18.915495,72.835042,90.0,23.09,7.47,18.915468,72.835259,257,767,340,874,UATD Training
04811.xml,plane,18.915495,72.83508,90.0,13.45,-13.8,18.915524,72.835204,142,408,213,483,UATD Training
04812.xml,plane,18.915495,72.835118,90.0,13.2,-13.01,18.915522,72.83524,151,398,213,473,UATD Training
04813.xml,plane,18.915495,72.835156,90.0,12.86,-12.66,18.915521,72.835275,153,381,215,464,UATD Training
04814.xml,plane,18.915495,72.835194,90.0,12.24,-12.48,18.915519,72.835307,155,363,215,434,UATD Training
04815.xml,plane,18.915495,72.835232,90.0,10.46,-5.89,18.915505,72.83533,190,292,255,366,UATD Training
04816.xml,plane,18.915495,72.83527,90.0,10.19,-3.87,18.915502,72.835366,209,276,259,361,UATD Training
04817.xml,plane,18.915495,72.835308,90.0,9.74,-2.46,18.915499,72.8354,218,256,266,346,UATD Training
04818.xml,plane,18.915495,72.835345,90.0,9.31,-1.58,18.915498,72.835434,220,238,274,331,UATD Training
04819.xml,plane,18.915495,72.835383,90.0,22.64,5.19,18.915477,72.835598,245,756,326,850,UATD Training
04820.xml,plane,18.915495,72.835421,90.0,22.21,2.46,18.915487,72.835632,227,734,313,838,UATD Training
04821.xml,plane,18.915495,72.835459,90.0,21.85,1.05,18.915492,72.835667,219,720,305,824,UATD Training
04822.xml,plane,18.915495,72.835497,90.0,20.23,-3.25,18.915506,72.835689,197,656,278,762,UATD Training
04823.xml,plane,18.915495,72.835535,90.0,19.96,-4.04,18.915508,72.835724,194,645,272,752,UATD Training
04824.xml,cube,18.915495,72.835573,90.0,23.49,6.06,18.915473,72.835795,536,1366,626,1460,UATD Training
04825.xml,cube,18.915495,72.835611,90.0,24.1,9.76,18.915459,72.835837,576,1399,670,1508,UATD Training
04826.xml,cube,18.915495,72.835649,90.0,24.48,11.95,18.91545,72.835877,588,1419,708,1538,UATD Training
04827.xml,plane,18.915495,72.835687,90.0,19.56,11.25,18.915461,72.835869,586,1107,694,1203,UATD Training
04828.xml,plane,18.915495,72.835725,90.0,19.79,11.51,18.91546,72.835909,588,1124,698,1216,UATD Training
04829.xml,plane,18.915495,72.835763,90.0,20.06,11.69,18.915459,72.83595,592,1140,698,1236,UATD Training
04830.xml,plane,18.915495,72.835801,90.0,20.6,15.38,18.915446,72.83599,614,1168,760,1279,UATD Training
04831.xml,cube,18.915495,72.835839,90.0,16.97,-3.78,18.915506,72.836,438,944,500,1025,UATD Training
04832.xml,plane,18.915495,72.835877,90.0,21.07,17.93,18.915437,72.836067,650,1201,782,1307,UATD Training
04833.xml,plane,18.915495,72.835915,90.0,21.62,21.18,18.915425,72.836106,688,1236,818,1345,UATD Training
04834.xml,cube,18.915495,72.835953,90.0,18.42,-1.23,18.915499,72.836128,466,1046,530,1114,UATD Training
04835.xml,cube,18.915495,72.835991,90.0,19.04,-2.02,18.915501,72.836172,452,1081,526,1160,UATD Training
04836.xml,cube,18.915495,72.836029,90.0,20.35,-1.58,18.9155,72.836222,452,1155,536,1259,UATD Training
04837.xml,cube,18.915495,72.836067,90.0,20.84,-0.97,18.915499,72.836265,462,1183,540,1295,UATD Training
04838.xml,cube,18.915495,72.836105,90.0,22.53,2.64,18.915486,72.836319,494,1295,590,1406,UATD Training
04839.xml,cube,18.915495,72.836143,90.0,23.15,4.83,18.915478,72.836362,522,1343,612,1439,UATD Training
04840.xml,cube,18.915495,72.836181,90.0,13.88,0.7,18.915494,72.836313,492,746,548,817,UATD Training
04841.xml,plane,18.915495,72.836219,90.0,11.24,-5.45,18.915505,72.836325,408,568,492,647,UATD Training
04842.xml,plane,18.915495,72.836257,90.0,13.92,-9.84,18.915517,72.836387,352,733,448,835,UATD Training
04843.xml,plane,18.915495,72.836295,90.0,16.05,-6.94,18.915513,72.836446,378,873,488,975,UATD Training
04844.xml,plane,18.915495,72.836333,90.0,16.36,-6.42,18.915512,72.836487,386,886,492,1003,UATD Training
04845.xml,plane,18.915495,72.836371,90.0,16.55,-6.15,18.915511,72.836527,386,909,498,1005,UATD Training
04846.xml,plane,18.915495,72.836409,90.0,16.99,-5.19,18.915509,72.836569,398,931,508,1041,UATD Training
04847.xml,plane,18.915495,72.836447,90.0,17.75,-2.9,18.915504,72.836615,420,985,538,1086,UATD Training
04848.xml,cube,18.915495,72.836485,90.0,14.8,-0.09,18.915496,72.836625,484,807,538,876,UATD Training
04849.xml,plane,18.915495,72.836523,90.0,18.16,-1.85,18.915501,72.836695,430,1018,552,1107,UATD Training
04850.xml,plane,18.915495,72.836561,90.0,18.8,0.62,18.915494,72.836739,464,1058,574,1152,UATD Training
04851.xml,plane,18.915495,72.836599,90.0,19.91,4.39,18.915482,72.836787,506,1117,618,1239,UATD Training
04852.xml,plane,18.915495,72.836636,90.0,20.39,7.65,18.915471,72.836828,544,1150,654,1269,UATD Training
04853.xml,plane,18.915495,72.836674,90.0,20.85,8.79,18.915467,72.83687,556,1183,668,1297,UATD Training
04854.xml,cube,18.915495,72.836712,90.0,15.24,-1.67,18.915499,72.836857,468,835,518,906,UATD Training
04855.xml,cube,18.915495,72.83675,90.0,15.84,-1.93,18.9155,72.836901,464,873,516,947,UATD Training
04856.xml,cube,18.915495,72.836788,90.0,16.88,-2.37,18.915502,72.836948,456,944,514,1013,UATD Training
04857.xml,cube,18.915495,72.836826,90.0,19.49,4.04,18.915483,72.837011,520,1099,596,1201,UATD Training
04858.xml,cube,18.915495,72.836864,90.0,23.94,32.26,18.91538,72.837057,826,1376,932,1510,UATD Training
04859.xml,plane,18.915495,72.836902,90.0,10.16,-1.67,18.915498,72.836999,448,495,538,578,UATD Training
04860.xml,cube,18.915495,72.83694,90.0,13.87,-14.94,18.915528,72.837067,310,744,374,817,UATD Training
04861.xml,cube,18.915495,72.836978,90.0,14.62,-13.45,18.915526,72.837113,322,784,396,876,UATD Training
04862.xml,cube,18.915495,72.837016,90.0,19.91,-6.59,18.915516,72.837204,394,1135,480,1221,UATD Training
04863.xml,cube,18.915495,72.837054,90.0,20.12,-5.89,18.915514,72.837244,404,1152,486,1231,UATD Training
04864.xml,cube,18.915495,72.837092,90.0,20.93,-5.1,18.915512,72.83729,412,1206,496,1285,UATD Training
04865.xml,cube,18.915495,72.83713,90.0,21.78,-4.39,18.91551,72.837336,418,1262,506,1341,UATD Training
04866.xml,cube,18.915495,72.837168,90.0,22.4,-4.13,18.91551,72.83738,420,1308,510,1376,UATD Training
04867.xml,cube,18.915495,72.837206,90.0,22.73,-3.87,18.915509,72.837421,422,1321,514,1407,UATD Training
04868.xml,cube,18.915495,72.837244,90.0,23.07,-3.34,18.915508,72.837463,430,1341,518,1432,UATD Training
04869.xml,cube,18.915495,72.837282,90.0,15.37,-11.87,18.915524,72.837425,342,840,412,919,UATD Training
04870.xml,cube,18.915495,72.83732,90.0,23.44,-2.9,18.915506,72.837542,436,1369,522,1453,UATD Training
04871.xml,cube,18.915495,72.837358,90.0,23.75,-2.46,18.915505,72.837583,438,1389,530,1473,UATD Training
04872.xml,cube,18.915495,72.837396,90.0,24.48,-1.05,18.915499,72.837628,450,1437,550,1521,UATD Training
04873.xml,plane,18.915495,72.837434,90.0,8.09,-6.33,18.915503,72.83751,398,360,482,442,UATD Training
04874.xml,plane,18.915495,72.837472,90.0,8.5,-6.15,18.915504,72.837552,402,388,482,467,UATD Training
04875.xml,plane,18.915495,72.83751,90.0,9.39,-5.01,18.915503,72.837599,418,452,492,521,UATD Training
